Year	Grid	Season	Tag	Mass	Status
Y1998	GC	May	C4234	23	None
Y1998	GC	June	C4234	24	None
Y1998	GC	August	C4234	24	None
Y1998	GC	September	C4234	22	None
Y1998	GC	September	C4234	24	None
Y1998	GC	October	C4234	24	None
Y1998	GC	August	C4235	20	None
Y1998	GC	September	C4235	23	None
Y1998	GC	September	C4235	20	None
Y1998	GC	October	C4235	23	None
Y1998	GC	June	C4252	17	None
Y1998	GC	May	C4254	23	None
Y1998	GC	June	C4254	21	None
Y1998	GC	August	C4254	26	None
Y1998	GC	May	C4259	24	None
Y1998	GC	June	C4270	17	None
Y1998	GC	August	C4270	19	None
Y1998	GC	September	C4270	23	None
Y1998	GC	September	C4270	24	None
Y1998	GC	May	C4294	23	None
Y1998	GC	June	C4294	23	None
Y1998	GC	August	C4294	23	None
Y1998	GC	August	C4299	18	None
Y1998	GC	September	C4299	22	None
Y1999	GC	June	C4299	24	None
Y1999	GC	June	C4299	23	None
Y1999	GC	July	C4299	23	None
Y1999	GC	August	C4299	22	None
Y1998	GC	August	C4335	19	None
Y1998	GC	September	C4335	22	None
Y1998	GC	September	C4335	22	None
Y1998	GC	October	C4335	25	None
Y1998	GC	August	C4336	16	None
Y1998	GC	September	C4336	19	None
Y1999	GC	June	C4336	22	None
Y1999	GC	June	C4336	19	None
Y1999	GC	July	C4336	20	None
Y1999	GC	August	C4336	21	None
Y1998	GC	August	C4338	22	None
Y1998	GC	September	C4338	26	None
Y1998	GC	June	C4345	16	None
Y1998	GC	August	C4345	18	None
Y1998	GC	August	C4347	18	None
Y1998	GC	August	C4349	21	None
Y1998	GC	September	C4349	21	None
Y1999	GC	August	C4349	25	None
Y1999	GC	November	C4349	22	None
Y1999	GC	November	C4349	25	None
Y1998	GC	September	C4350	20	None
Y1999	GC	June	C4353	23	None
Y1999	GC	June	C4353	26	None
Y1999	GC	June	C4355	23	None
Y1999	GC	September	C4355	23	None
Y1999	GC	October	C4355	22	None
Y1999	GC	June	C4357	21	None
Y1999	GC	June	C4357	21	None
Y1999	GC	June	C4359	21	None
Y1999	GC	June	C4361	23	None
Y1999	GC	June	C4364	21	None
Y1999	GC	July	C4364	21	None
Y1999	GC	August	C4364	22	None
Y1999	GC	June	C4365	18	None
Y2001	GC	June	C4369	17	None
Y2001	GC	August	C4369	22	None
Y2001	GC	September	C4369	24	None
Y2001	GC	October	C4369	21	None
Y2001	GC	November	C4369	28	None
Y2001	GC	August	C4369	24	None
Y2001	GC	October	C4369	24	None
Y1999	GC	June	C4378	23	None
Y1999	GC	July	C4378	22	None
Y1999	GC	August	C4378	22	None
Y1999	GC	September	C4378	22	None
Y1999	GC	June	C4381	22	None
Y1999	GC	June	C4381	23	None
Y1999	GC	July	C4381	22	None
Y1999	GC	August	C4381	24	None
Y1999	GC	September	C4381	21	None
Y1999	GC	October	C4381	24	None
Y1999	GC	November	C4381	22	None
Y1999	GC	June	C4383	15	None
Y1999	GC	July	C4383	18	None
Y1999	GC	August	C4383	18	None
Y1999	GC	September	C4383	21	None
Y1999	GC	June	C4387	24	None
Y1999	GC	June	C4387	22	None
Y1999	GC	June	C4389	23	None
Y1999	GC	June	C4389	23	None
Y1999	GC	July	C4389	23	None
Y1999	GC	August	C4389	25	None
Y1999	GC	June	C4390	15	None
Y1999	GC	July	C4390	15	None
Y1999	GC	August	C4390	22	None
Y1999	GC	September	C4390	20	None
Y1999	GC	October	C4390	19	None
Y1999	GC	October	C4390	21	None
Y1999	GC	June	C4392	23	None
Y1999	GC	June	C4392	22	None
Y1999	GC	August	C4392	19	None
Y1998	GC	September	C4399	23	None
Y1998	GC	September	C4399	21	None
Y1998	GC	October	C4399	20	None
Y1999	GC	June	C4399	20	None
Y1999	GC	June	C4399	21	None
Y1999	GC	July	C4399	21	None
Y1999	HC	October	C4417	21	None
Y1999	HC	November	C4417	20	None
Y2001	HC	April	C4423	24	None
Y2001	HC	June	C4423	24	None
Y2001	HC	July	C4423	26	None
Y2001	HC	August	C4423	26	None
Y2001	HC	September	C4423	26	None
Y2001	HC	June	C4423	28	None
Y1999	HC	August	C4427	22	None
Y1999	HC	August	C4427	21	None
Y1999	HC	October	C4427	24	None
Y1999	GC	October	C4427	26	None
Y1999	HC	November	C4429	21	None
Y1999	HC	August	C4432	19	None
Y1999	HC	August	C4432	21	None
Y1999	HC	October	C4432	19	None
Y1999	HC	October	C4432	21	None
Y1999	HC	November	C4432	21	None
Y1999	HC	September	C4432	22	None
Y1999	HC	August	C4436	17	None
Y1999	HC	August	C4436	19	None
Y1999	HC	October	C4436	20	None
Y1999	HC	October	C4436	20	None
Y1999	HC	November	C4436	19	None
Y1999	HC	August	C4438	22	None
Y1999	HC	August	C4438	21	None
Y1999	HC	October	C4446	20	None
Y1999	HC	November	C4446	23	None
Y1999	HC	August	C4454	23	None
Y1999	HC	August	C4454	25	None
Y1999	HC	October	C4454	24	None
Y1999	HC	November	C4454	21	None
Y1999	HC	August	C4459	24	None
Y1999	HC	August	C4460	18	None
Y1999	HC	August	C4466	21	None
Y1999	HC	October	C4470	21	None
Y1999	HC	September	C4470	24	None
Y1999	HC	October	C4471	20	None
Y1999	HC	August	C4482	27	None
Y1999	HC	August	C4485	19	None
Y1999	HC	October	C4485	19	None
Y1999	HC	September	C4485	23	None
Y1999	HC	November	C4489	19	None
Y1999	HC	August	C4493	22	None
Y1999	HC	August	C4495	21	None
Y1999	HC	August	C4495	22	None
Y1999	HC	October	C4495	20	None
Y1999	HC	November	C4495	23	None
Y1999	HC	November	C4495	24	None
Y1999	HC	August	C4498	19	None
Y1999	HC	August	C4498	21	None
Y1999	HC	October	C4498	21	None
Y1999	HC	October	C4498	20	None
Y1999	HC	November	C4498	19	None
Y1999	HC	November	C4498	23	None
Y1999	HC	August	C4500	24	None
Y1999	HC	August	C4511	24	None
Y1999	HC	August	C4511	26	None
Y1999	HC	October	C4511	24	None
Y1999	HC	October	C4511	24	None
Y1999	HC	November	C4511	22	None
Y1999	HC	September	C4511	25	None
Y1999	HC	November	C4511	23	None
Y1999	HC	September	C4513	26	None
Y1999	HC	August	C4515	27	None
Y1999	HC	August	C4515	25	None
Y1999	HC	October	C4515	25	None
Y1999	HC	October	C4515	23	None
Y1999	HC	November	C4515	21	None
Y2001	HC	July	C4522	29	None
Y2001	HC	August	C4522	26	None
Y2001	HC	August	C4524	18	None
Y2001	HC	September	C4524	20	None
Y2001	HC	October	C4524	20	None
Y2001	HC	October	C4524	23	None
Y1999	HC	August	C4533	23	None
Y1999	HC	August	C4533	24	None
Y1999	HC	October	C4533	22	None
Y1999	HC	October	C4533	24	None
Y1999	HC	November	C4533	22	None
Y1999	HC	September	C4533	27	None
Y1999	HC	August	C4551	24	None
Y1999	HC	August	C4551	25	None
Y1999	HC	October	C4551	23	None
Y1999	HC	October	C4551	24	None
Y1999	HC	November	C4551	22	None
Y1999	HC	November	C4551	24	None
Y1999	HC	August	C4555	15	None
Y1999	HC	August	C4555	16	None
Y1999	HC	October	C4555	17	None
Y1999	HC	October	C4555	20	None
Y1999	HC	November	C4555	19	None
Y1999	HC	November	C4555	20	None
Y1999	HC	August	C4556	24	None
Y1999	HC	August	C4556	24	None
Y1999	HC	October	C4556	24	None
Y1999	HC	October	C4556	25	None
Y1999	HC	November	C4556	25	None
Y1999	HC	October	C4562	20	None
Y1999	HC	August	C4564	24	None
Y1999	HC	August	C4564	25	None
Y1999	HC	October	C4564	24	None
Y1999	HC	October	C4564	26	None
Y1999	GC	October	C4564	25	None
Y1999	HC	August	C4576	26	None
Y1999	HC	August	C4581	17	None
Y1999	HC	October	C4581	19	None
Y1999	HC	October	C4581	18	None
Y1999	HC	November	C4581	19	None
Y1999	HC	September	C4581	20	None
Y1999	GC	October	C4581	19	None
Y1999	HC	November	C4581	21	None
Y1999	HC	August	C4582	21	None
Y1999	HC	August	C4582	21	None
Y1999	HC	October	C4582	20	None
Y1999	HC	August	C4585	19	None
Y1999	HC	August	C4585	17	None
Y1999	HC	August	C4585	18	None
Y1999	HC	August	C4586	25	None
Y1999	HC	August	C4586	22	None
Y1999	HC	October	C4586	24	None
Y1999	HC	October	C4586	22	None
Y1999	HC	August	C4588	25	None
Y1999	HC	August	C4588	22	None
Y1999	HC	August	C4595	24	None
Y1999	HC	August	C4598	24	None
Y1999	HC	August	C4598	21	None
Y1999	HC	October	C4598	24	None
Y1999	HC	November	C4598	23	None
Y1999	HC	November	C4598	28	None
Y1999	TC	June	C4608	23	None
Y1999	TC	June	C4613	19	None
Y1999	TC	July	C4613	19	None
Y1999	TC	August	C4613	19	None
Y1999	TC	September	C4613	20	None
Y1999	TC	October	C4613	19	None
Y1999	TC	November	C4613	20	None
Y1999	TC	November	C4613	22	None
Y1999	TC	June	C4614	22	None
Y1999	TC	June	C4623	19	None
Y2000	TC	October	C4628	20	None
Y1999	HC	November	C4633	25	None
Y2001	TC	August	C4638	28	None
Y2001	TC	April	C4638	25	None
Y2001	TC	August	C4643	25	None
Y2000	TC	October	C4644	19	None
Y2000	TC	October	C4644	22	None
Y2001	TC	August	C4644	26	None
Y2001	TC	April	C4644	25	None
Y1999	TC	August	C4653	16	None
Y1999	TC	June	C4659	21	None
Y1999	TC	June	C4660	22	None
Y1999	TC	July	C4660	23	None
Y1999	TC	August	C4660	20	None
Y1999	TC	September	C4660	24	None
Y1999	TC	June	C4667	26	None
Y1999	TC	June	C4669	24	None
Y1999	TC	July	C4669	23	None
Y1999	TC	September	C4669	23	None
Y1999	TC	October	C4669	22	None
Y1999	TC	June	C4671	24	None
Y1999	TC	July	C4671	22	None
Y1999	TC	August	C4671	22	None
Y1999	TC	September	C4671	23	None
Y1999	TC	October	C4671	24	None
Y1999	TC	October	C4671	25	None
Y1999	TC	July	C4675	21	None
Y1999	TC	August	C4675	22	None
Y1999	TC	September	C4675	18	None
Y1999	TC	July	C4676	15	None
Y1999	TC	August	C4676	15	None
Y1999	TC	July	C4677	21	None
Y1999	TC	August	C4677	22	None
Y1999	TC	September	C4677	21	None
Y1999	TC	October	C4677	22	None
Y1999	TC	July	C4678	18	None
Y1999	TC	August	C4678	15	None
Y1999	TC	September	C4683	24	None
Y1999	TC	October	C4683	23	None
Y1999	TC	November	C4683	24	None
Y1999	TC	September	C4684	16	None
Y1999	TC	October	C4684	17	None
Y1999	TC	September	C4685	24	None
Y1999	TC	September	C4686	23	None
Y1999	TC	June	C4690	27	None
Y1999	TC	July	C4690	24	None
Y1999	TC	August	C4690	24	None
Y1999	TC	September	C4690	22	None
Y1999	TC	July	C4693	18	None
Y1999	TC	August	C4693	17	None
Y1999	TC	September	C4693	19	None
Y1999	TC	July	C4694	16	None
Y1999	TC	August	C4694	17	None
Y1999	TC	June	C4699	27	None
Y1999	TC	July	C4699	26	None
Y1999	TC	August	C4699	25	None
Y1998	TC	July	C4705	20	None
Y1999	TC	June	C4707	22	None
Y1998	TC	July	C4709	21	None
Y1998	TC	August	C4709	23	None
Y1998	TC	September	C4709	23	None
Y1999	TC	June	C4709	27	None
Y1999	TC	July	C4709	24	None
Y1999	TC	August	C4709	26	None
Y1999	TC	September	C4709	26	None
Y1999	TC	October	C4709	29	None
Y1998	TC	August	C4710	20	None
Y1998	TC	September	C4710	21	None
Y1998	TC	September	C4712	20	None
Y1998	TC	October	C4712	22	None
Y1998	TC	October	C4713	18	None
Y1999	TC	July	C4716	19	None
Y1999	TC	July	C4717	22	None
Y1999	TC	August	C4717	22	None
Y1999	TC	September	C4717	22	None
Y1999	TC	October	C4717	21	None
Y1999	TC	November	C4717	22	None
Y1999	TC	October	C4717	26	None
Y1999	TC	July	C4718	25	None
Y1999	TC	August	C4718	25	None
Y1999	TC	October	C4718	26	None
Y1999	TC	July	C4719	22	None
Y1999	TC	August	C4719	24	None
Y1999	TC	August	C4721	18	None
Y1999	TC	August	C4723	14	None
Y1999	TC	August	C4725	14	None
Y1999	TC	October	C4730	23	None
Y1999	TC	November	C4730	22	None
Y2001	TC	August	C4731	24	None
Y2001	TC	August	C4733	17	None
Y2001	TC	October	C4733	22	None
Y2001	TC	August	C4734	23	None
Y1999	TC	July	C4747	17	None
Y1999	TC	August	C4747	15	None
Y1999	TC	June	C4751	22	None
Y1999	TC	July	C4751	22	None
Y1999	TC	August	C4751	23	None
Y1999	TC	September	C4751	22	None
Y2001	TC	August	C4753	17	None
Y1999	TC	June	C4757	23	None
Y1999	TC	July	C4757	22	None
Y1999	TC	August	C4757	22	None
Y1995	HC	August	C476	26	None
Y1999	TC	July	C4760	16	None
Y1999	TC	June	C4761	21	None
Y1999	TC	June	C4762	24	None
Y1999	TC	July	C4762	23	None
Y1999	TC	August	C4762	22	None
Y1999	TC	June	C4765	24	None
Y1999	TC	July	C4765	25	None
Y1999	TC	July	C4767	15	None
Y1999	TC	July	C4768	13	None
Y1999	TC	September	C4768	17	None
Y1999	TC	November	C4768	17	None
Y1999	TC	November	C4775	15	None
Y1999	TC	June	C4778	18	None
Y1999	TC	July	C4786	17	None
Y1999	TC	August	C4786	16	None
Y1999	TC	September	C4786	17	None
Y1999	TC	July	C4787	16	None
Y1999	TC	August	C4787	18	None
Y1999	TC	September	C4787	18	None
Y1999	TC	October	C4787	20	None
Y1999	TC	November	C4787	21	None
Y1999	TC	August	C4788	18	None
Y1999	TC	September	C4788	20	None
Y1999	TC	October	C4788	21	None
Y1999	TC	November	C4788	21	None
Y1999	TC	August	C4791	17	None
Y1999	TC	August	C4792	21	None
Y1999	TC	August	C4794	18	None
Y1999	TC	September	C4796	25	None
Y1999	TC	October	C4797	25	None
Y1999	TC	October	C4800	21	None
Y1999	GC	October	C4801	23	None
Y1999	GC	November	C4801	25	None
Y1999	GC	November	C4801	28	None
Y1999	GC	September	C4802	18	None
Y1999	GC	October	C4802	20	None
Y1999	GC	November	C4802	20	None
Y1999	GC	July	C4805	15	None
Y1999	GC	July	C4808	16	None
Y1999	GC	August	C4808	19	None
Y1999	GC	September	C4808	19	None
Y1999	GC	June	C4810	12	None
Y1999	GC	June	C4811	15	None
Y1999	GC	July	C4811	21	None
Y1999	GC	July	C4821	18	None
Y1999	GC	August	C4821	18	None
Y1999	GC	September	C4821	18	None
Y1999	GC	October	C4821	19	None
Y1999	GC	October	C4821	20	None
Y1999	GC	June	C4825	22	None
Y1999	GC	July	C4825	22	None
Y1999	GC	August	C4825	23	None
Y1999	GC	September	C4825	23	None
Y1999	GC	October	C4825	21	None
Y1999	GC	November	C4825	21	None
Y1999	GC	November	C4825	22	None
Y1999	GC	August	C4827	22	None
Y2000	GC	October	C4837	23	None
Y1999	GC	June	C4839	21	None
Y1999	GC	July	C4839	21	None
Y1999	GC	August	C4840	16	None
Y1999	GC	August	C4840	15	None
Y1999	GC	July	C4842	18	None
Y1999	GC	August	C4842	18	None
Y1999	GC	September	C4842	19	None
Y1999	GC	October	C4842	19	None
Y1999	GC	November	C4842	20	None
Y1999	GC	October	C4842	20	None
Y1999	GC	November	C4842	21	None
Y1999	GC	July	C4843	17	None
Y1999	GC	July	C4847	17	None
Y1999	GC	August	C4847	17	None
Y1999	GC	September	C4847	19	None
Y1999	GC	October	C4847	17	None
Y1999	GC	September	C4847	21	None
Y1999	GC	October	C4847	22	None
Y1999	GC	August	C4851	26	None
Y1999	GC	September	C4851	28	None
Y1999	GC	August	C4852	17	None
Y1999	GC	August	C4855	23	None
Y1999	GC	October	C4855	21	None
Y1999	GC	November	C4855	22	None
Y1999	GC	September	C4858	17	None
Y1999	GC	July	C4859	20	None
Y1999	GC	August	C4859	19	None
Y1999	GC	September	C4859	20	None
Y1999	GC	September	C4859	18	None
Y1999	GC	August	C4862	16	None
Y1999	GC	August	C4872	25	None
Y1999	GC	September	C4872	23	None
Y1999	GC	November	C4872	21	None
Y1999	GC	July	C4876	23	None
Y1999	GC	July	C4879	23	None
Y1999	GC	August	C4879	23	None
Y1999	GC	September	C4879	21	None
Y1999	GC	October	C4879	20	None
Y1999	GC	November	C4879	22	None
Y1999	GC	November	C4879	24	None
Y1999	GC	August	C4882	16	None
Y1999	GC	September	C4882	16	None
Y1999	GC	September	C4883	20	None
Y1999	GC	October	C4883	20	None
Y1999	GC	September	C4884	25	None
Y1999	GC	July	C4894	18	None
Y1999	GC	August	C4894	18	None
Y1999	GC	September	C4896	17	None
Y1999	GC	November	C4896	17	None
Y1999	GC	August	C4897	22	None
Y1999	GC	September	C4897	18	None
Y1999	GC	October	C4897	19	None
Y1999	GC	November	C4897	20	None
Y1999	GC	August	C4898	28	None
Y1999	GC	August	C4899	20	None
Y1999	GC	August	C4900	22	None
Y1999	GC	June	C4901	21	None
Y1999	GC	July	C4902	18	None
Y1999	GC	August	C4902	19	None
Y1999	GC	September	C4902	22	None
Y1999	GC	October	C4903	23	None
Y1999	GC	June	C4905	21	None
Y1999	GC	June	C4905	23	None
Y1999	GC	July	C4905	23	None
Y1999	GC	August	C4905	22	None
Y1999	GC	September	C4905	24	None
Y1999	GC	September	C4905	28	None
Y1999	GC	October	C4905	24	None
Y1999	GC	July	C4906	24	None
Y1999	GC	June	C4911	14	None
Y1999	GC	July	C4911	17	None
Y1999	GC	August	C4911	16	None
Y1999	GC	September	C4911	20	None
Y1999	GC	October	C4911	19	None
Y1999	GC	October	C4911	20	None
Y1999	GC	July	C4912	15	None
Y1999	GC	June	C4913	17	None
Y1999	GC	July	C4913	18	None
Y1999	GC	August	C4913	20	None
Y1999	GC	September	C4913	19	None
Y1999	GC	October	C4913	20	None
Y1999	GC	November	C4913	19	None
Y1999	GC	September	C4913	19	None
Y1999	GC	October	C4913	21	None
Y1999	GC	June	C4918	23	None
Y1999	GC	June	C4918	23	None
Y1999	GC	July	C4918	26	None
Y1999	GC	August	C4918	24	None
Y1999	GC	September	C4918	25	None
Y1999	GC	October	C4918	24	None
Y1999	GC	November	C4918	24	None
Y1999	GC	November	C4918	27	None
Y1999	GC	June	C4927	26	None
Y1999	GC	June	C4928	19	None
Y1999	GC	June	C4931	21	None
Y1999	GC	July	C4933	15	None
Y1999	GC	June	C4935	21	None
Y1999	GC	July	C4938	14	None
Y1999	GC	June	C4939	20	None
Y1999	GC	June	C4939	21	None
Y1999	GC	June	C4941	20	None
Y1999	GC	July	C4941	20	None
Y1999	GC	October	C4942	17	None
Y1999	GC	October	C4958	16	None
Y1999	GC	November	C4964	21	None
Y1999	GC	November	C4971	27	None
Y1999	GC	June	C4977	22	None
Y1999	GC	June	C4977	23	None
Y1999	GC	July	C4977	22	None
Y1999	GC	June	C4983	21	None
Y1999	GC	June	C4983	21	None
Y1999	GC	August	C4986	14	None
Y1999	GC	October	C4986	20	None
Y1999	GC	July	C4989	18	None
Y1999	GC	October	C4989	18	None
Y1991	HC	December	C5	19.5	None
Y2000	GC	October	C5008	28	None
Y2001	GC	November	C5059	18	None
Y2002	GC	July	C5059	22	None
Y2002	GC	August	C5059	23	None
Y2002	GC	September	C5059	24	None
Y2002	GC	October	C5059	23	None
Y2002	GC	July	C5059	24	None
Y2002	GC	July	C5059	25	None
Y2002	GC	August	C5059	24	None
Y2002	GC	October	C5059	24	None
Y2001	GC	June	C5062	24	None
Y2001	GC	August	C5062	26	None
Y2001	GC	September	C5062	28	None
Y2001	GC	October	C5062	26	None
Y2002	GC	July	C5062	24	None
Y2002	GC	April	C5062	27	None
Y2000	GC	November	C5069	23	None
Y2000	GC	October	C5083	21	None
Y2000	GC	November	C5083	21	None
Y2000	GC	November	C5086	26	None
Y2001	GC	November	C5104	18	None
Y2002	GC	July	C5107	19	None
Y2002	GC	July	C5108	18	None
Y2002	GC	August	C5108	22	None
Y2002	GC	August	C5111	18	None
Y2002	GC	October	C5111	22	None
Y2002	GC	October	C5116	25	None
Y2003	GC	May	C5116	29	None
Y2003	GC	June	C5116	26	None
Y2003	GC	July	C5116	29	None
Y2003	GC	June	C5116	27	None
Y2001	GC	November	C5129	20	None
Y2001	GC	November	C5140	20	None
Y2001	GC	November	C5156	16	None
Y2002	GC	July	C5156	26	None
Y2002	GC	August	C5156	26	None
Y2002	GC	October	C5156	25	None
Y2002	GC	July	C5164	18	None
Y2002	GC	August	C5164	22	None
Y2002	GC	September	C5164	22	None
Y2002	GC	October	C5164	23	None
Y2002	GC	August	C5164	23	None
Y2002	GC	October	C5164	26	None
Y2002	GC	October	C5164	23	None
Y2001	GC	November	C5165	18	None
Y2001	GC	November	C5172	19	None
Y2001	GC	November	C5179	20	None
Y2002	GC	July	C5185	19	None
Y2002	GC	June	C5185	23	None
Y2002	GC	July	C5185	22	None
Y2002	GC	July	C5186	29	None
Y2002	GC	August	C5186	25	None
Y2002	GC	June	C5186	27	None
Y2002	GC	July	C5190	18	None
Y2002	GC	July	C5192	13	None
Y2002	GC	August	C5192	19	None
Y2002	GC	September	C5192/C5321	20	None
Y2002	GC	August	C5200	24	None
Y2002	GC	September	C5200	26	None
Y2002	GC	July	C5206	20	None
Y2002	GC	August	C5206	23	None
Y2002	GC	June	C5206	23	None
Y2002	GC	July	C5206	22	None
Y2002	GC	July	C5207	19	None
Y2002	GC	July	C5207	24	None
Y2002	GC	July	C5211	17	None
Y2002	GC	July	C5211	12	None
Y2002	GC	July	C5217	20	None
Y2002	GC	August	C5217	23	None
Y2002	GC	September	C5217	24	None
Y2002	GC	October	C5217	24	None
Y2002	GC	July	C5218	25	None
Y2002	GC	August	C5218	22	None
Y2002	GC	July	C5218	26	None
Y2002	GC	August	C5218	27	None
Y2002	GC	July	C5220	24	None
Y2002	GC	August	C5220	26	None
Y2002	GC	July	C5234	18	None
Y2002	GC	July	C5234	19	None
Y2002	GC	August	C5239	20	None
Y2002	GC	September	C5239	21	None
Y2002	GC	October	C5239	22	None
Y2002	GC	July	C5242	24	None
Y2002	GC	August	C5242	29	None
Y2002	GC	October	C5242	28	None
Y2002	GC	July	C5242	25	None
Y2002	GC	August	C5246	22	None
Y2002	GC	July	C5251	16	None
Y2002	GC	July	C5252	15	None
Y2002	GC	August	C5255	20	None
Y2002	GC	October	C5255	22	None
Y2002	GE	August	C5265	24	None
Y2002	GE	September	C5265	25	None
Y2002	GC	July	C5267	22	None
Y2002	GC	July	C5268	20	None
Y2002	GC	August	C5268	24	None
Y2002	GC	September	C5268	27	None
Y2002	GC	October	C5268	28	None
Y2002	GC	July	C5268	24	None
Y2002	GC	July	C5270	24	None
Y2002	GC	August	C5270	30	None
Y2002	GC	September	C5270	30	None
Y2002	GC	July	C5277	15	None
Y2002	GC	August	C5277	20	None
Y2002	GC	September	C5277	23	None
Y2002	GC	September	C5286	20	None
Y2002	GC	August	C5287	20	None
Y2002	GC	August	C5292	26	None
Y2002	GC	September	C5294	23	None
Y2002	GC	September	C5295	21	None
Y2002	GC	October	C5297	17	None
Y2002	GC	July	C5304	20	None
Y2002	GC	July	C5307	19	None
Y2002	GC	July	C5308	15	None
Y2002	GC	August	C5310	18	None
Y2002	GC	September	C5310	19	None
Y2002	GC	October	C5310	22	None
Y2002	GC	September	C5310	19	None
Y2002	GC	August	C5312	23	None
Y2002	GC	October	C5321/C5192	22	None
Y2002	GC	October	C5322	22	None
Y2003	GC	May	C5322	25	None
Y2003	GC	June	C5322	25	None
Y2003	GC	July	C5322	25	None
Y2002	GC	July	C5327	17	None
Y2002	GC	August	C5327	19	None
Y2002	GC	September	C5327	21	None
Y2002	GC	October	C5327	21	None
Y2002	GC	August	C5327	21	None
Y2002	GC	July	C5332	13	None
Y2002	GC	August	C5332	19	None
Y2002	GC	September	C5332	20	None
Y2002	GC	October	C5332	21	None
Y2002	GC	July	C5333	17	None
Y2002	GC	August	C5335	21	None
Y2002	GC	July	C5338	19	None
Y2002	GC	August	C5340	18	None
Y2002	GC	September	C5340	20	None
Y2002	GC	October	C5340	22	None
Y2002	GC	August	C5345	19	None
Y2002	GC	August	C5350	22	None
Y2003	GC	May	C5354	24	None
Y2003	GC	July	C5354	26	None
Y2003	GC	July	C5369	19	None
Y2002	GC	July	C5378	15	None
Y2002	GC	July	C5380	14	None
Y2002	GC	August	C5380	17	None
Y2002	GC	September	C5380	20	None
Y2002	GC	October	C5380	21	None
